caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
2017-04-28,0.010517,0.009365,0.006435,0.005576,21303086200.00,505,21090060200.00,505,2384.20,0.009091
2017-05-31,0.014552,0.011920,0.004471,0.002333,21539204300.00,505,21303086200.00,505,2411.80,0.011576
2017-06-30,0.005940,0.004501,0.013598,0.011799,21614640700.00,505,21474567000.00,503,2423.41,0.004814
2017-07-31,0.020729,0.019193,0.015996,0.014504,21944725800.00,505,21521863400.00,504,2470.30,0.019349
2017-08-31,0.002239,-0.000326,-0.010324,-0.012593,21947284000.00,505,21931353800.00,504,2471.65,0.000546
2017-09-29,0.020127,0.018818,0.029596,0.027872,22371374100.00,505,21786198100.00,502,2519.36,0.019303
2017-10-31,0.024113,0.022987,0.010302,0.009423,22841910200.00,505,22371374100.00,505,2575.26,0.022188
2017-11-30,0.031389,0.028860,0.038786,0.036577,23487731800.00,505,22841910200.00,505,2647.58,0.028083
2017-12-29,0.011149,0.009851,0.013102,0.011375,23675105600.00,505,23463244500.00,504,2673.61,0.009832
2018-01-31,0.058083,0.057040,0.044780,0.043964,25029304500.00,505,23675105600.00,504,2823.81,0.056179
2018-02-28,-0.037661,-0.039702,-0.043355,-0.045061,23987621000.00,505,25029304500.00,505,2713.83,-0.038947
2018-03-29,-0.025583,-0.027219,-0.009534,-0.011842,23343477100.00,505,23978972000.00,504,2640.87,-0.026885
2018-04-30,0.003771,0.002656,0.003887,0.002995,23358084000.00,505,23336718400.00,504,2648.05,0.002719
2018-05-31,0.023625,0.021141,0.014936,0.012823,23844718600.00,505,23358084000.00,505,2705.27,0.021608
2018-06-29,0.006597,0.005262,0.010843,0.009028,23915147100.00,505,23714809400.00,503,2718.37,0.004842
2018-07-31,0.037157,0.035982,0.032330,0.031429,24729614800.00,505,23893158700.00,504,2816.29,0.036022
2018-08-31,0.032843,0.029978,0.019756,0.016297,25450302800.00,505,24729614800.00,505,2901.52,0.030263
2018-09-28,0.005105,0.003725,0.001482,-0.000348,25478910100.00,505,25435450600.00,504,2913.98,0.004294
2018-10-31,-0.068407,-0.069491,-0.071398,-0.072268,23738730600.00,505,25403938900.00,502,2711.74,-0.069403
2018-11-30,0.019776,0.017282,0.027518,0.025158,24036175900.00,505,23634182500.00,502,2760.17,0.017859
2018-12-31,-0.090653,-0.092199,-0.100587,-0.102556,21808021400.00,505,23978961000.00,502,2506.85,-0.091777
2019-01-31,0.081099,0.079714,0.099979,0.098965,23530103500.00,505,21801207100.00,504,2704.10,0.078684
2019-02-28,0.031686,0.029377,0.036476,0.034335,24149495400.00,505,23526430400.00,504,2784.49,0.029729
2019-03-29,0.019531,0.018007,0.009131,0.006997,24522773600.00,505,24056066100.00,503,2834.40,0.017924
2019-04-30,0.040557,0.039395,0.036783,0.035841,25431133500.00,505,24522773600.00,505,2945.83,0.039313
2019-05-31,-0.063187,-0.065503,-0.068451,-0.070743,23738809700.00,505,25431133500.00,505,2752.06,-0.065778
2019-06-28,0.069571,0.068066,0.076176,0.074191,25352208700.00,505,23738809700.00,505,2941.76,0.068930
2019-07-31,0.014434,0.013195,0.008628,0.007630,25756085000.00,505,25299290900.00,503,2980.38,0.013128
2019-08-30,-0.016137,-0.018431,-0.031631,-0.033978,25265737400.00,505,25719074300.00,504,2926.46,-0.018092
2019-09-30,0.018761,0.017241,0.033516,0.031359,25684765300.00,505,25241982100.00,504,2976.74,0.017181
2019-10-31,0.021526,0.020345,0.012903,0.011940,26196065100.00,505,25684765300.00,505,3037.56,0.020432
2019-11-29,0.036012,0.033782,0.034299,0.031835,27063281400.00,505,26119212500.00,504,3140.98,0.034047
2019-12-31,0.029830,0.028176,0.028886,0.026634,27851725900.00,505,27023305400.00,503,3230.78,0.028590
2020-01-31,-0.000004,-0.001241,-0.018024,-0.019021,27795610600.00,505,27835116400.00,504,3225.52,-0.001628
2020-02-28,-0.081872,-0.084080,-0.090756,-0.093623,25423196300.00,505,27795610600.00,505,2954.22,-0.084110
2020-03-31,-0.122014,-0.123703,-0.188497,-0.190964,22241555400.00,505,25423196300.00,505,2584.59,-0.125119
2020-04-30,0.129071,0.127833,0.147277,0.146139,25092774000.00,505,22205037800.00,504,2912.43,0.126844
2020-05-29,0.047651,0.045411,0.048093,0.045589,26245685700.00,505,25031138800.00,504,3044.31,0.045282
2020-06-30,0.020550,0.019086,0.014260,0.012274,26759418300.00,505,26245685700.00,505,3100.29,0.018388
2020-07-31,0.056910,0.055682,0.046928,0.045811,28251838400.00,505,26759418300.00,505,3271.12,0.055101
2020-08-31,0.072068,0.070308,0.045357,0.043174,30251978100.00,505,28251838400.00,505,3500.31,0.070065
2020-09-30,-0.038160,-0.039377,-0.025427,-0.027300,29069852400.00,505,30251978100.00,505,3363.00,-0.039228
2020-10-30,-0.026434,-0.027532,-0.006135,-0.007263,28309783100.00,505,29054642700.00,503,3269.96,-0.027666
2020-11-30,0.109404,0.107624,0.146694,0.144448,31348856900.00,505,28302266600.00,504,3621.63,0.107546
2020-12-31,0.038140,0.036681,0.041894,0.039924,33142102700.00,505,31348856900.00,505,3756.07,0.037121
