rankdate,Mkt,LLTG_RET,HLTG_RET,LLTG_error,HLTG_error
198112,-0.028096,-0.0213980349386378,-0.0424549846302386,-0.0647083652680952,-0.357557332155512
198201,-0.026209,0.0122386890671594,-0.0254456552255254,-0.0493360478985029,-0.349760763309013
198202,-0.051126,-0.026794744379611,-0.116379263926131,-0.0807117600108647,-0.281366734451799
198203,-0.010101,0.024759901011396,-0.0695974231166082,-0.0771125275583663,-0.245584153042519
198204,0.043269,0.00578104481854024,0.0479662013654098,-0.0681942545317915,-0.219041268477083
198205,-0.028213,-0.00442275906832028,-0.0536457516150937,-0.11590492904814,-0.247745180583038
198206,-0.023913,-0.0209227979544821,-0.0367426632729308,-0.0879430164080278,-0.275617353638957
198207,-0.020525,0.00222535398825989,-0.0223481631906099,-0.113486896031006,-0.313959360682726
198208,0.119016,0.114856196599183,0.131825873363704,-0.0941635499974013,-0.255832402443548
198209,0.016766,0.00788752111965779,-0.00153123223189172,-0.0698969404445488,-0.270074391476553
198210,0.118632,0.0617486011201979,0.214887971152157,-0.0917245144214005,-0.231470676531697
198211,0.051941,0.00820804844079873,0.13834068254279,-0.0686229970843657,-0.221447317761239
198212,0.01451,0.035959230391489,-0.0164447857288723,-0.0691949577493778,-0.236421291570036
198301,0.041844,0.0466597404685044,0.0642025249600117,-0.0783976781601775,-0.201645155420976
198302,0.030215,0.013701130782518,0.0220015366444422,-0.0129573149840867,-0.256149934142182
198303,0.034678,-0.000914594403471868,0.0363935928105766,-0.0199585667048567,-0.229693816961342
198304,0.074185,0.0629352374562631,0.0388685433122234,-0.0215435429408818,-0.256380149471119
198305,0.013225,0.00637208589253581,0.052868906948564,-0.0176583140327874,-0.293283074947398
198306,0.037837,-0.00238465785862937,0.0525256318731576,-0.068891770459612,-0.254979850845695
198307,-0.03157,-0.00176291022252264,-0.0745053865689902,-0.0821181669248373,-0.253365077076117
198308,0.003465,0.0558462364629627,-0.0203476951154106,-0.0795657992630235,-0.245722899793685
198309,0.016027,0.00803130706991187,-0.00406697072944935,-0.0799552220759683,-0.229255595335813
198310,-0.028038,0.0112451342088168,-0.112056555533391,-0.0891363900612137,-0.191394206328034
198311,0.029556,0.00585368492531709,0.0581911084960888,-0.0907891446793597,-0.189295815979465
198312,-0.010464,-0.025381648206756,-0.00784473064813613,-0.0230739617516579,-0.173074152814518
198401,-0.013025,0.0544878330327343,-0.0616189778053858,-0.0307733916638307,-0.169225620294244
198402,-0.039073,-0.00169214459460333,-0.0589066927967385,-0.0669765188972152,-0.174381826582773
198403,0.01339,0.000136073156138775,0.0142837064486849,-0.0845777402524582,-0.167223699146224
198404,0.002538,0.0314633272657017,0.0255617542610566,-0.0827693466492652,-0.158458887983699
198405,-0.05232,-0.0415103805522539,-0.0617992840888114,-0.0803474349150792,-0.117996570553701
198406,0.023384,0.0174503506768153,0.042306101334529,-0.0971874452890974,-0.103013179355022
198407,-0.020623,0.0205003242542669,-0.0215438932241628,-0.0922244339746851,-0.10483505343606
198408,0.112691,0.0803814623813456,0.132529945529272,-0.092922297429406,-0.144795597500065
198409,0.000403,0.040526963150183,-0.0442317971225826,-0.0929816486780306,-0.124186916106141
198410,-7.3e-05,0.00293279875657954,-0.00819870387419917,-0.0914447204941075,-0.140258635466487
198411,-0.010685,0.0123063183680311,-0.04645883858551,-0.0737500937075197,-0.164567993593465
198412,0.023653,0.0332169320126724,0.0170493928362112,-0.0740893794218054,-0.187925990108575
198501,0.085719,0.0317860004035236,0.131332216955435,-0.0698434890415144,-0.232824675608624
198502,0.016898,0.00928664020448759,-0.0126060062602634,-0.103569715228215,-0.264262090355973
